main_category,title,average_rating,rating_number,features,description,price,images,videos,store,categories,details,parent_asin,bought_together,subtitle,author
Books,"Mining Engineers and the American West: The Lace-Boot Brigarde, 1849-1933",4.7,4,"['Distributed by the University of Nebraska Press for the University of Idaho Press'
 ""Even though they were key figures in the development of western mining, mining engineers have received little attention until publication of Dr. Clark Spence's volume. At once a technological and social history, Dr. Spence examines the professional mining engineer in terms of his education, lifestyle, actual work, and impact on the environment beyond the Mississippi.""]","['Review'
 'This book is a treasure trove of tales about the early mining engineers and their experiences on the Western frontier. --Mining History News'
 'About the Author'
 'Dr. Spence is Professor Emeritus of History at the University of Illinois at Urbana-Champaign.']",24.24,"{'hi_res': array([None], dtype=object), 'large': array(['https://m.media-amazon.com/images/I/51nlRLa5ycL._SX334_BO1,204,203,200_.jpg'],
      dtype=object), 'thumb': array([None], dtype=object), 'variant': array(['MAIN'], dtype=object)}","{'title': array([], dtype=object), 'url': array([], dtype=object), 'user_id': array([], dtype=object)}",Clark C. Spence (Author),['Books' 'History' 'Americas'],"{""Publisher"": ""Caxton Press (January 1, 1993)"", ""Language"": ""English"", ""Paperback"": ""407 pages"", ""ISBN 10"": ""0893011673"", ""ISBN 13"": ""978-0893011673"", ""Item Weight"": ""1.51 pounds"", ""Dimensions"": ""6.05 x 1.14 x 9.03 inches""}",0893011673,,"Paperback – January 1, 1993","{'avatar': 'https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png', 'name': 'Clark C. Spence', 'about': ['Discover more of the author’s books, see similar authors, read author blogs and more']}"
Books,Heart of Silk and Shadows: A Fae Fantasy Romance (Fae Isles),4.4,481,"['Stealing from a fae lord is a desperate plan…'
 'As a human servant at the Crimson Court, Allie knows better than to anger the fae. Cunning and politics are her tools of survival. But when an unwanted suitor threatens her younger sister, Allie can think of only one way to protect her family…Steal from the fae.Agenor, Lord Protector of the Fae Isles and right hand of the Mother herself, doesn’t expect anything to still surprise him after twelve centuries of life. Finding a taunting note from an anonymous thief in his wardrobe is enough to rouse his curiosity, though. Enough to do the unthinkable – write back.Then he finds out he’s been exchanging letters with a humble human. Worse, a human challenging him to his face.A simple bargain is supposed to teach her a lesson. But the harder he tries to put her in her place, the harder she defies him… Soon their game sparks an unexpected romance – but will even love be enough when their loyalties collide?'
 'Heart of Silk and Shadows' 'is a prequel novel to the upcoming'
 'Fae Isles'
 'series. It can be read as a standalone, but the characters’ journey continues in the main series.'
 'Note'
 ': this adult fae romance contains a generous dose of smouldering glances, passionate longing, and midnight meetings of the illicit type. It is recommended for a mature audience.']",[],11.99,"{'hi_res': array([None], dtype=object), 'large': array(['https://m.media-amazon.com/images/I/41tMRHMU2WL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg'],
      dtype=object), 'thumb': array([None], dtype=object), 'variant': array(['MAIN'], dtype=object)}","{'title': array([], dtype=object), 'url': array([], dtype=object), 'user_id': array([], dtype=object)}",Lisette Marshall (Author),['Books' 'Science Fiction & Fantasy' 'Fantasy'],"{""Publisher"": ""Lisette Marshall (May 29, 2022)"", ""Language"": ""English"", ""Paperback"": ""215 pages"", ""ISBN 10"": ""9083256898"", ""ISBN 13"": ""978-9083256894"", ""Item Weight"": ""11.4 ounces"", ""Dimensions"": ""6 x 0.54 x 9 inches""}",9083256898,,"Paperback – May 29, 2022","{'avatar': 'https://m.media-amazon.com/images/S/amzn-author-media-prod/7cpfl3jmtaq32tqq5p3ggg2oe1._SY600_.jpg', 'name': 'Lisette Marshall', 'about': ['Lisette Marshall is a librarian by day and a writer by night. She combines a lifelong love for adult fairy tales, mystery novels and sexy adventures in her steamy medieval fantasy romance novels. The Princess & The Spy, an enemies to lovers trilogy taking place in the world of the Five Kingdoms, is her first published full-length work.', 'When Lisette isn’t dreaming about gorgeous heroes and sensual heroines, she can usually be found reading about weird history, playing the violin or baking way too many chocolate cookies for herself and her boyfriend.']}"
Books,Girl Made of Glass,4.5,117,"['If you think often about the past or battle with overthinking and self-esteem,'
 'girl made of glass'
 'is for you. This collection is about finding yourself, forgiving yourself, and loving yourself. It explores the many ways our past haunts us, but will leave you feeling hopeful about your future.'
 'girl made of glass'
 'is a poetry collection about how our past—past mistakes,\xa0relationships, and regrets—can linger into our future. Broken into four\xa0parts, this book is about finding, forgiving, and loving ourselves.\xa0The Nightmares explores our past and the moments that haunt us. The Mirror delves into insecurity and how we might haunt ourselves. The Shattering investigates relationships and how they can break us. The Enchantment delivers an uplifting conclusion of self-love and growth.']","['Review'
 '“Reading this book was like reading my own journal. Inside of all of us there is a girl made of glass just wanting to be heard, and Shelby expresses those all-too-relatable feelings with grace and elegance.” —'
 'amanda lovelace,' 'Author of' 'unlock your storybook heart'
 '“The vulnerability in' 'Girl Made of Glass'
 'shines through and the themes of self-love, self-esteem, image, and exploration of identity and confidence tie together in a relatable way.” —'
 'Amanda Linsmeier' ', author of' 'Starlings' '“' 'girl made of glass'
 'is a spectacular homage to the process of self-growth and the introspection it requires. Shelby has written a must-read for all who have ever felt like they are about to shatter.”\xa0 —'
 'Catarine Hancock' ', author of' 'shades of lovers' 'About the Author'
 'Shelby Leigh is an author who explores mental health, self-love, and healing through poetry. She wrote her third and newest collection,'
 'girl made of glass'
 ', to examine the past and how it can haunt our minds through overthinking. She writes her books with the goal of making others feel less alone and to empower her readers to love who they are. When Leigh isn’t writing, you can find her reading a good book, buying yellow decor, and/or probably eating chocolate.']",15.29,"{'hi_res': array([None], dtype=object), 'large': array(['https://m.media-amazon.com/images/I/41-jq+4xBwL._SY344_BO1,204,203,200_.jpg'],
      dtype=object), 'thumb': array([None], dtype=object), 'variant': array(['MAIN'], dtype=object)}","{'title': array([], dtype=object), 'url': array([], dtype=object), 'user_id': array([], dtype=object)}",Shel Leigh (Author),['Books' 'Literature & Fiction' 'Poetry'],"{""Publisher"": ""Central Avenue Publishing (January 24, 2023)"", ""Language"": ""English"", ""Paperback"": ""144 pages"", ""ISBN 10"": ""1771682760"", ""ISBN 13"": ""978-1771682763"", ""Item Weight"": ""5.1 ounces"", ""Dimensions"": ""5.25 x 0.4 x 8 inches""}",1771682760,,"Paperback – January 24, 2023","{'avatar': 'https://m.media-amazon.com/images/S/amzn-author-media-prod/5av23i12r4p62nfrr8koq0blld._SY600_.jpg', 'name': 'Shelby Leigh', 'about': ['Shelby Leigh is a mental health poet writing about self-love, insecurities, anxiety, relationships and more. Her third poetry book, girl made of glass, released in 2023 with Central Avenue Publishing. Her longest collection yet, the book uncovers how our past - past relationships, memories, and ourselves - can haunt us.', 'Her second poetry book, changing with the tides, is a #1 amazon bestseller, originally released in 2019. The new edition was released by Gallery Books in July 2022.', 'In addition to writing, Shelby runs an online poetry community with workshops and edits poetry books.', 'Connect with her on Instagram and TikTok @shelbyleighpoetry, Twitter @shelbyleighpoet, and on her website www.shelbyleigh.co.']}"
Books,The Old Man and the Pirate Princess,3.2,5,"[""Pirate Princess Saria learns a valuable lesson alongside her plucky pirate parrot, Poppy, when they go to Buccaneer Bob's and the unexpected happens. They are kidnapped by a ninja! If Saria and Poppy want to get out of this mess, they must learn not to judge others by their appearance but by the goodness in their hearts.""]",[],10.0,"{'hi_res': array([None], dtype=object), 'large': array(['https://m.media-amazon.com/images/I/41FXXfN-fYL._SX384_BO1,204,203,200_.jpg'],
      dtype=object), 'thumb': array([None], dtype=object), 'variant': array(['MAIN'], dtype=object)}","{'title': array([], dtype=object), 'url': array([], dtype=object), 'user_id': array([], dtype=object)}",Jessica Mathews (Author),"['Books' ""Children's Books"" 'Science Fiction & Fantasy']","{""Publisher"": ""Jessica Mathews, LLC (November 13, 2019)"", ""Language"": ""English"", ""Paperback"": ""26 pages"", ""ISBN 10"": ""1087848539"", ""ISBN 13"": ""978-1087848532"", ""Reading age"": ""3 - 8 years"", ""Grade level"": ""Kindergarten - 3"", ""Item Weight"": ""3.03 ounces"", ""Dimensions"": ""8.5 x 0.05 x 11 inches""}",1087848539,,"Paperback – November 13, 2019","{'avatar': 'https://m.media-amazon.com/images/S/amzn-author-media-prod/aph2m5c1mbcg5n2e73184sjnuc._SY600_.jpg', 'name': 'Jessica Mathews', 'about': ['Jessica Mathews began writing picture books for children at a young age. Her father would write down all of the stories she told him and they would read them together. Jessica wants to continue the tradition of making up stories for children, starting with her debut picture book, The Old Man and the Pirate Princess. Jessica wants to be able to work with schools, libraries, and after care programs to help children discover their love of reading, writing, and creating. She wants her books to inspire others as much as her favorite books inspired her when she was growing up. Jessica also publishes adult fiction under her pen name, J.L. Mathews. She hopes her work will inspire others to create something of their own to share with the world. Jessica is an active member of her local writers guild in St. Louis where she lives with her two cats, Storm and Knight. She recommends every writer join a literary organization to network with other writers and find their people. She also recommends adopting as many cats as you can.']}"
Books,Japanese Girls and Women,3.2,7,"['Written during the Meiji Period, the pivotal period in the history of Modern Japan, its unique work offers a fascinating view of Japanese women and girls at the turn of the century. A the author writes in her preface ""While Japan as a whole has been closely studied, and while much and varied information has been gathered about the country and its people, one half of the population has been left entirely unnoticed, passed over with brief mention, or altogether misunderstood. It is of this neglected half that I have written, in the hope that the whole fabric of Japanese social life will be better comprehended when the women of the country, as so the homes that they make, are better known and understood."" As the main Western writer in Japan at the time wrote, ""The whole question of the position of Japanese women -- in history, social life, education, employment\'s, authorship, art, marriage, concubinage, prostitution, benevolent labour, the ideals of literature, popular superstitions, etc. -- discloses such a wide and fascinating field of inquiry that I wonder no one has as yet entered it."" This was taken from Griffin\'s important work'
 ""The Mikado's Empire""
 'and this is the challenge that Alice Mabel Bacon took up and executed so brilliantly.']","['About the Author'
 'Alice M. Bacon was a private American scholar and keen social observer who resided for many years in Japan. She was the first Western woman to live in a Japanese household.']",68.01,"{'hi_res': array([None], dtype=object), 'large': array(['https://m.media-amazon.com/images/I/21BhwngmjwL._SX317_BO1,204,203,200_.jpg'],
      dtype=object), 'thumb': array([None], dtype=object), 'variant': array(['MAIN'], dtype=object)}","{'title': array([], dtype=object), 'url': array([], dtype=object), 'user_id': array([], dtype=object)}","Bacon (Author),  Alice M. Bacon (Author)",['Books' 'History' 'Asia'],"{""Publisher"": ""Kegan Paul; 1st edition (November 15, 2000)"", ""Language"": ""English"", ""Hardcover"": ""348 pages"", ""ISBN 10"": ""0710306911"", ""ISBN 13"": ""978-0710306913"", ""Item Weight"": ""2.23 pounds"", ""Dimensions"": ""5.5 x 1.25 x 8.5 inches""}",0710306911,,"Hardcover – International Edition, November 15, 2000","{'avatar': 'https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png', 'name': 'Alice Mabel Bacon', 'about': ['Discover more of the author’s books, see similar authors, read author blogs and more']}"
Books,Behavior Principles in Everyday Life,3.7,14,"[""The text provides a comprehensive review of the major principles of behavior in operand conditioning. Pavlovian conditioning, social learning theory, and cognitive behaviorism. The text's strength is its emphasis on understanding behavior principles and their applications through everyday, life examples rather than experiments.""]",[],6.74,"{'hi_res': array([None], dtype=object), 'large': array(['https://m.media-amazon.com/images/I/41BZJS25WAL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg'],
      dtype=object), 'thumb': array([None], dtype=object), 'variant': array(['MAIN'], dtype=object)}","{'title': array([], dtype=object), 'url': array([], dtype=object), 'user_id': array([], dtype=object)}",John D. Baldwin (Author),"['Books' 'Health, Fitness & Dieting' 'Psychology & Counseling']","{""Publisher"": ""Prentice Hall College Div; 3rd edition (January 1, 1997)"", ""Language"": ""English"", ""Paperback"": ""390 pages"", ""ISBN 10"": ""0130840963"", ""ISBN 13"": ""978-0130840967"", ""Item Weight"": ""1.3 pounds"", ""Dimensions"": ""7.01 x 0.67 x 9.17 inches""}",0130840963,,3rd Edition,"{'avatar': 'https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png', 'name': 'John D. Baldwin', 'about': ['Discover more of the author’s books, see similar authors, read author blogs and more']}"
Books,PQL 3 - Lola (Spanish Edition),3.7,2,"['Colección de lecturas graduadas de español lengua extranjera, para jóvenes y adultos (a partir de 16 años). Novelas policiacas. Nivel B1. Un nuevo caso para el detective Pepe Rey....']",[],4.62,"{'hi_res': array([None], dtype=object), 'large': array(['https://m.media-amazon.com/images/I/51+wU+PzoWL._SX338_BO1,204,203,200_.jpg'],
      dtype=object), 'thumb': array([None], dtype=object), 'variant': array(['MAIN'], dtype=object)}","{'title': array([], dtype=object), 'url': array([], dtype=object), 'user_id': array([], dtype=object)}","Spanish Edition                        Lourdes Miquel López (Author),  Neus Sans Baulenas (Author)",['Books' 'Education & Teaching' 'Schools & Teaching'],"{""Publisher"": ""Edelsa Grupo Didascalia; edici\u00f3n (September 1, 1987)"", ""Language"": ""Spanish"", ""Paperback"": ""44 pages"", ""ISBN 10"": ""8477110190"", ""ISBN 13"": ""978-8477110194"", ""Item Weight"": ""2.05 ounces"", ""Dimensions"": ""5.12 x 0.16 x 7.48 inches""}",8477110190,,"Paperback – September 1, 1987",
Books,"A sermon, preached at the execution of Moses Paul, an Indian: who was executed at New-Haven, on the 2d of September, 1772, for the murder of Mr. Moses ... 1771 : preached at the desire of said Paul.",3.8,2,"[""Title: A sermon, preached at the execution of Moses Paul, an Indian : who was executed at New-Haven, on the 2d of September, 1772, for the murder of Mr. Moses Cook, late of Waterbury, on the 7th of December, 1771 : preached at the desire of said Paul.<br /><br />Author: Samson Occom<br /><br />Publisher: Gale, Sabin Americana <br /><br />Description: <br /><br />Based on Joseph Sabin's famed bibliography, Bibliotheca Americana, Sabin Americana, 1500--1926 contains a collection of books, pamphlets, serials and other works about the Americas, from the time of their discovery to the early 1900s. Sabin Americana is rich in original accounts of discovery and exploration, pioneering and westward expansion, the U.S. Civil War and other military actions, Native Americans, slavery and abolition, religious history and more.<br /><br />Sabin Americana offers an up-close perspective on life in the western hemisphere, encompassing the arrival of the Europeans on the shores of North America in the late 15th century to the first decades of the 20th century. Covering a span of over 400 years in North, Central and South America as well as the Caribbean, this collection highlights the society, politics, religious beliefs, culture, contemporary opinions and momentous events of the time. It provides access to documents from an assortment of genres, sermons, political tracts, newspapers, books, pamphlets, maps, legislation, literature and more.<br /><br />Now for the first time, these high-quality digital scans of original works are available via print-on-demand, making them readily accessible to libraries, students, independent scholars, and readers of all ages.<br /><br />++++<br />The below data was compiled from various identification fields in the bibliographic record of this title. This data is provided as an additional tool in helping to insure edition identification:<br />++++<br /><br />SourceLibrary: Huntington Library<br /><br />DocumentID: SABCP00856100<br /><br />CollectionID: CTRG10267276-B<br /><br />PublicationDate: 17730101<br /><br />SourceBibCitation: Selected Americana from Sabin's Dictionary of books relating to America<br /><br />Notes: Biographical sketch of Moses Paul: p. [32]<br /><br />Collation: 22 p. ; cm<br /><br />""]",[],14.75,"{'hi_res': array([None], dtype=object), 'large': array(['https://m.media-amazon.com/images/I/51pcm5alT8L._SX382_BO1,204,203,200_.jpg'],
      dtype=object), 'thumb': array([None], dtype=object), 'variant': array(['MAIN'], dtype=object)}","{'title': array([], dtype=object), 'url': array([], dtype=object), 'user_id': array([], dtype=object)}",Samson Occom (Author),['Books' 'History' 'Americas'],"{""Publisher"": ""Gale, Sabin Americana (February 21, 2012)"", ""Language"": ""English"", ""Paperback"": ""26 pages"", ""ISBN 10"": ""1275627234"", ""ISBN 13"": ""978-1275627239"", ""Item Weight"": ""2.4 ounces"", ""Dimensions"": ""7.44 x 0.05 x 9.69 inches""}",1275627234,,"Paperback – February 21, 2012",
Books,"Business Associations: Agency, Partnerships, LLCs, and Corporations- 2013 Statutes and Rules",4.5,6,['This statutory supplement includes statutes and rules relevant to all business entities. It is suitable for use with all textbooks and casebooks for such courses. It is includes all updates to the statutes and rules.'],[],23.95,"{'hi_res': array([None], dtype=object), 'large': array(['https://m.media-amazon.com/images/I/41vFoSjfSQL._SX352_BO1,204,203,200_.jpg'],
      dtype=object), 'thumb': array([None], dtype=object), 'variant': array(['MAIN'], dtype=object)}","{'title': array([], dtype=object), 'url': array([], dtype=object), 'user_id': array([], dtype=object)}","William Klein (Author),  J. Ramseyer (Author),  Stephen Bainbridge (Author)",['Books' 'Law' 'Business'],"{""Publisher"": ""Foundation Press; 2013th edition (March 22, 2013)"", ""Language"": ""English"", ""Paperback"": ""355 pages"", ""ISBN 10"": ""1609303687"", ""ISBN 13"": ""978-1609303686"", ""Item Weight"": ""1.5 pounds"", ""Dimensions"": ""7 x 0.5 x 9.75 inches""}",1609303687,,2013th Edition,"{'avatar': 'https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png', 'name': 'William A. Klein', 'about': ['Discover more of the author’s books, see similar authors, read author blogs and more']}"
Buy a Kindle,Inspector Imanishi Investigates (Soho Crime),4.0,1138,"[""In the wee hours of a 1960s Tokyo morning, a dead body is found under the rails of a train, and the victim's face is so badly damaged that police have a hard time figuring out the victim’s identity. Only two clues surface: an old man, overheard talking in a distinctive accent to a young man, and the word “kameda.” Inspector Imanishi leaves his beloved bonsai and his haiku and goes off to investigate—and runs up against a blank wall. Months pass in fruitless questioning, in following up leads, until the case is closed, unsolved.But Imanishi is dissatisfied, and a series of coincidences lead him back to the case. Why did a young woman scatter pieces of white paper out of the window of a train? Why did a bar girl leave for home right after Imanishi spoke to her? Why did an actor, on the verge of telling Imanishi something important, drop dead of a heart attack? What can a group of nouveau young artists possibly have to do with the murder of a quiet and “saintly” provincial old ex-policemen? Inspector Imanishi investigates.""]","['Review' 'Praise for' 'Inspector Imanishi Investigates'
 '""A police procedural in the classic tradition of . . . P.D. James\'s Commander Dalgliesh.""'
 '—' 'The New York Times'
 '""Patient, meticulous stories [that] offer an anatomy of a society as much as a picture of a crime.""'
 '—The Economist' '""A master crime writer.""'
 '—Jan van de Wetering, author of' 'Outsider in Amsterdam'
 '""The most intricate web of detection . . . A tantalizing double unveiling act . . . Belongs on your shelf next to Christie and Simenon, P.D. James and Robert Van Gulik. A superb thriller.""'
 '—' 'Los Angeles Times'
 '""An intriguing slice of the mores and habits of Japanese society . . . Seicho Matsumoto combines the prolific output of a Rex Stout with the literary qualities of Elmore Leonard.""'
 '—' 'San Francisco Chronicle' 'From Publishers Weekly'
 'The corpse of an unknown provincial is discovered under the rails of a train in a Tokyo station, and Detective Imanishi is assigned to the case. ""Matsumoto is reputed to be Japan\'s leading mystery writer; this 1961 work is proof that he is a first-rate novelist,"" judged PW. Copyright 1990 Reed Business Information, Inc.'
 '--This text refers to an out of print or unavailable edition of this title.'
 'About the Author'
 'Native of Fukuoka Prefecture and prolific writer of socially oriented detective and mystery fiction, Matsumoto debuted as a writer after reaching the age of forty with the historically based'
 'Saigo Takamori Chits' ', 1950, and' 'The Legend of the Kokura Diary'
 ', 1952. He then went on to establish his unique style of detective fiction with the works'
 'The Walls Have Eyes' ', 1957, and' 'Points and Lines'
 ', 1958. Matsumoto made a name for himself as the writer of suspense novels that were accesible to all kinds of readership, but it was his historical novel'
 'The Ogura Diary Chronicles'
 'that earned him The 28th Akutagawa Prize, the Japanese equivalent of the Pulitzer Prize. The popular Japanese TV show ""Black Leather Notebook"" was based on his novel of the same name, and several of his detective fiction works have been published in the US (SoHo Crime and Kodansha International).'
 '--This text refers to an alternate' 'kindle_edition' 'edition.'
 'Read more']",9.99,"{'hi_res': array([None], dtype=object), 'large': array(['https://m.media-amazon.com/images/I/51UHERs91bL.jpg'],
      dtype=object), 'thumb': array([None], dtype=object), 'variant': array(['MAIN'], dtype=object)}","{'title': array([], dtype=object), 'url': array([], dtype=object), 'user_id': array([], dtype=object)}","Seicho Matsumoto (Author),  Beth Cary (Translator)   Format: Kindle Edition","['Books' 'Mystery, Thriller & Suspense' 'Thrillers & Suspense']","{""Publisher"": ""Soho Crime; Revised ed. edition (July 1, 2003)"", ""Publication date"": ""July 1, 2003"", ""Language"": ""English"", ""File size"": ""2295 KB"", ""Text to Speech"": ""Enabled"", ""Screen Reader"": ""Supported"", ""Enhanced typesetting"": ""Enabled"", ""X Ray"": ""Enabled"", ""Word Wise"": ""Enabled"", ""Sticky notes"": ""On Kindle Scribe"", ""Print length"": ""372 pages""}",B003P2WETK,,Kindle Edition,"{'avatar': 'https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png', 'name': 'Seicho Matsumoto', 'about': ['Discover more of the author’s books, see similar authors, read author blogs and more']}"
